nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT03669198,"A Health Economic Evaluation of Using N-Terminal Pro Brain Natriuretic Peptide (NT-pro BNP) for Management of Acute Heart Failure in a Tertiary Referral Hospital in Jakarta, Indonesia","Inclusion Criteria:

* Patients aged 18-75 years
* The primary diagnosis at the Emergency Department (ED) is acute decompensated heart failure (ADHF)
* Using the national health insurance
* Willing to be followed for 3 months
* Willing to sign informed consent.

Exclusion Criteria:

* Severe life-threatening comorbidities with a life expectancy of \<2 years
* Acute heart failure other than ADHF such as acute pulmonary edema, acute heart failure in the setting of acute coronary syndrome, cardiogenic shock, right heart failure, and hypertensive heart failure
* ADHF accompanied by sepsis, liver disease, lung disease with severe radiological findings, mechanical complications of acute myocardial infarction, aortic dissection, congenital heart disease, idiopathic pulmonary hypertension, lung emboli, severe respiratory failure, and severe burns
* Patients admitted to ICVCU (Intensive Cardiovascular Care Unit)
* Patients did not take medication regularly and controls routinely.","[""Patients aged 18-75 years"", ""The primary diagnosis at the Emergency Department (ED) is acute decompensated heart failure (ADHF)"", ""Using the national health insurance"", ""Willing to be followed for 3 months"", ""Willing to sign informed consent.""]","[""Severe life-threatening comorbidities with a life expectancy of <2 years"", ""Acute heart failure other than ADHF such as acute pulmonary edema, acute heart failure in the setting of acute coronary syndrome, cardiogenic shock, right heart failure, and hypertensive heart failure"", ""ADHF accompanied by sepsis, liver disease, lung disease with severe radiological findings, mechanical complications of acute myocardial infarction, aortic dissection, congenital heart disease, idiopathic pulmonary hypertension, lung emboli, severe respiratory failure, and severe burns"", ""Patients admitted to ICVCU (Intensive Cardiovascular Care Unit)"", ""Patients did not take medication regularly and controls routinely.""]"
NCT02067455,"This is a Non-randomized, Single-center, Prospective Investigation on Exercise Capacities of Left Ventricular Assist Devices Recipients","Inclusion Criteria:

* left ventricular assist device (LVAD) recipients
* age \> 18 years
* able to give consent

Exclusion Criteria:

* adults legally protected (under judicial protection, guardianship, or supervision) or deprived of liberty
* patients unable to provide sufficient effort for exercise testing
* poor echogenicity","[""left ventricular assist device (LVAD) recipients"", ""age > 18 years"", ""able to give consent""]","[""adults legally protected (under judicial protection, guardianship, or supervision) or deprived of liberty"", ""patients unable to provide sufficient effort for exercise testing"", ""poor echogenicity""]"
NCT02019160,"Effectiveness of Biannual Application of Silver Nitrate Solution Followed by Sodium Fluoride Varnish in Arresting Early Childhood Caries in Preschool Children: a 30-month, Randomised, Double-blind, Non-inferiority Trial","Inclusion Criteria:

* Kindergarteners who have joined our outreach dental service will be invited to join this study. Preschool children aged 3-4 years who have tooth decay and are attending the first year of kindergarten will be invited to join this study.

Exclusion Criteria:

* Children who are uncooperative and difficult to manage, have major systemic diseases, or are on long-term medication will be excluded.","[""Kindergarteners who have joined our outreach dental service will be invited to join this study."", ""Preschool children aged 3-4 years who have tooth decay and are attending the first year of kindergarten will be invited to join this study.""]","[""Children who are uncooperative and difficult to manage, have major systemic diseases, or are on long-term medication will be excluded.""]"
NCT02513524,The Prevalence of Pseudo-resistant Hypertension Using the Direct Observed Therapy Test: A Prospective Observational Study,"Inclusion Criteria:

1. Age 18 years or older
2. Confirmed resistant hypertension defined as daytime BP readings above 135/85 mmHg (confirmed by 24-hour ABPM results) using 3 or more BP lowering drugs
3. Adherence to medications confirmed by patient, and by hypertension clinic on basis of pharmacy filling record

Exclusion Criteria:

1. Pregnant patients
2. Inability to provide informed consent","[""Age 18 years or older"", ""Confirmed resistant hypertension defined as daytime BP readings above 135/85 mmHg (confirmed by 24-hour ABPM results) using 3 or more BP lowering drugs"", ""Adherence to medications confirmed by patient, and by hypertension clinic on basis of pharmacy filling record""]","[""Pregnant patients"", ""Inability to provide informed consent""]"
NCT03923530,Pressure Assessment to Improve Outcomes After TAVR: a Registry,"1. Enroll 10 subjects with hypertension and abnormal hemodynamics after TAVR.
2. This is a greater than minimal risk study.

   1. Inclusion criteria:

      * TAVR procedure performed at the Malcom Randall VA Medical Center within the last 2 years.
      * Intracardiac pressures recorded 5 to 10 minutes after TAVR and AVi \< 0.6 mm Hg/bpm.
      * History of hypertension, taking anti-hypertensive medications, or recent systolic blood pressure ≥130 mm Hg.
   2. Exclusion criteria:

      * Serum potassium \>5.5 mEq/L at initiation.
      * Concomitant administration of strong CYP3A inhibitor (i.e. ketoconazole, itraconazole, nefazodone, troleandomycin, clarithromycin, ritonavir, and nelfinavir).
      * Type 2 diabetes with microalbuminuria.
      * Serum creatinine \>2.0 for men and \>1.8 for women.
      * Creatinine clearance \<50 cc/min.
      * Concomitant administration of potassium supplements or potassium-sparing diuretics.
3. Subjects who are eligible to participate and signed an informed consent will be given eplerenone 50 mg daily. Study drug (eplerenone) will be paid by the North Florida Foundation for Research and Education for the duration of the study.

   a. Down-titration or termination of non-essential anti-hypertensive agents is permissible so that eplerenone does not result in hypotension. Essential medications are as follows:
   * Angiotensin converting enzyme inhibitors (ACE-inhibitors) or angiotensin receptor blockers, if intolerant to ACE-inhibitors are indicated for treatment left ventricular dysfunction (i.e. left ventricular ejection fraction ≤40%), diabetes, and proteinuric chronic kidney disease.
   * Beta-blockers are indicated 3 years after an acute myocardial infarction, unless there is persistent left ventricular dysfunction (i.e. left ventricular ejection fraction ≤40%).
4. Monitoring.

   a. Serum potassium within the last 30 days is required before initiating eplerenone. Repeat blood draw is required within the first week, and one month after the start of treatment with eplerenone.
5. Quality of life questionnaire. a. The Kansas City Cardiomyopathy Questionnaire (KCCQ-12) will be administered at baseline and 8 weeks. The KCCQ-12 instrument will be mailed to the subject. Study coordinator will call the subject at 8 weeks to confirm vital status, assess if any adverse reactions from eplerenone, and provide assistance to completing the KCCQ-12, if needed.","[""TAVR procedure performed at the Malcom Randall VA Medical Center within the last 2 years."", ""Intracardiac pressures recorded 5 to 10 minutes after TAVR and AVi < 0.6 mm Hg/bpm."", ""History of hypertension, taking anti-hypertensive medications, or recent systolic blood pressure \"">=130 mm Hg.\""""]","[""Serum potassium >5.5 mEq/L at initiation."", ""Concomitant administration of strong CYP3A inhibitor (i.e. ketoconazole, itraconazole, nefazodone, troleandomycin, clarithromycin, ritonavir, and nelfinavir)."", ""Type 2 diabetes with microalbuminuria."", ""Serum creatinine >2.0 for men and >1.8 for women."", ""Creatinine clearance <50 cc/min."", ""Concomitant administration of potassium supplements or potassium-sparing diuretics.""]"
NCT00949715,Optimize RV Follow-up Selective Site Pacing Clinical Trial,"Inclusion Criteria:

* Subjects enrolled in the Optimize RV study (version 3, dated 6 March 2007)
* Subjects or legal guardians who are willing and able to sign an Informed Consent (and Authorization to use and Disclose Health Information Form, if applicable)

Exclusion Criteria:

* Subjects who have a device that was programmed outside the Optimize RV programming requirements
* Subjects implanted with and implantable cardioverter-defibrillator (ICD) or cardiac resynchronization therapy (CRT) device
* Subjects who are pregnant or nursing","[""Subjects enrolled in the Optimize RV study (version 3, dated 6 March 2007)"", ""Subjects or legal guardians who are willing and able to sign an Informed Consent (and Authorization to use and Disclose Health Information Form, if applicable)""]","[""Subjects who have a device that was programmed outside the Optimize RV programming requirements"", ""Subjects implanted with and implantable cardioverter-defibrillator (ICD) or cardiac resynchronization therapy (CRT) device"", ""Subjects who are pregnant or nursing""]"
NCT01074658,"CoreValve Advance International Post Market Study: Evaluation of the Medtronic CoreValve System in a ""Real-World"" Patient Population.","Inclusion Criteria:

* Patients with severe aortic valve stenosis requiring treatment
* Patient is an acceptable candidate for elective treatment with the Medtronic CoreValve System and in conformity with the local regulatory and medico economical context
* Patient is above the minimum age as required by local regulations to be participating in a clinical study
* The patient or legal representative has been informed of the nature of the study and has consented to participate, and has authorized the collection and release of his/her medical information by signing a consent form (""Patient Informed Consent Form"")

Exclusion Criteria:

* Currently participating in another trial
* High probability of non-adherence to the follow-up requirements (due to social, psychological or medical reasons)
* Pregnancy","[""Patients with severe aortic valve stenosis requiring treatment"", ""Patient is an acceptable candidate for elective treatment with the Medtronic CoreValve System and in conformity with the local regulatory and medico economical context"", ""Patient is above the minimum age as required by local regulations to be participating in a clinical study"", ""The patient or legal representative has been informed of the nature of the study and has consented to participate, and has authorized the collection and release of his/her medical information by signing a consent form (\""Patient Informed Consent Form\"")""]","[""Currently participating in another trial"", ""High probability of non-adherence to the follow-up requirements (due to social, psychological or medical reasons)"", ""Pregnancy""]"
NCT01437098,Clinical Evaluation of MDT-2111 in Subjects With Symptomatic Severe Aortic Stenosis,"Inclusion Criteria:

1. Subject must have co-morbidities such that one cardiologist and one cardiac surgeons agree that medical factors preclude operation, based on a conclusion that the probability of death or serious morbidity exceeds the probability of meaningful improvement.
2. Subject has senile degenerative aortic valve stenosis with:

   mean gradient \> 40 mmHg or jet velocity greater than 4.0 m/s by either resting or dobutamine stress echocardiogram, or simultaneous pressure recordings at cardiac catheterization (either resting or dobutamine stress), AND an initial aortic valve area of ≤ 0.8 cm² (or aortic valve area index ≤ 0.5 cm²/m²) by resting echocardiogram.
3. Subject is symptomatic from his/her aortic valve stenosis, as demonstrated by NYHA Functional Class Class III or greater. If screening committee agrees the eligibility of a patient with class II , based on medical factors, he/she can be enrolled.
4. Subject has been informed of the nature of the trial and has signed an Informed Consent Form.
5. Subject agrees to comply with specified follow-up evaluations and to return to the same investigational site where the procedure was performed.

Exclusion Criteria:

1. Evidence of an acute myocardial infarction ≤ 30 days prior to the intended treatment.
2. Any percutaneous coronary or peripheral interventional procedure performed within 30 days prior to the procedure.
3. Blood dyscrasias as defined:

   * Leukopenia (WBC count \< 1,000 cells/mm³)
   * Thrombocytopenia (platelet count \<50,000 cells/mm³)
   * History of bleeding diathesis or coagulopathy
   * Hypercoagulable states
4. Untreated clinically significant coronary artery disease requiring revascularization.
5. Cardiogenic shock manifested by low cardiac output, vasopressor dependence, or mechanical hemodynamic support.
6. Need for emergency surgery for any reason.
7. Severe ventricular dysfunction with left ventricular ejection fraction (LVEF) \< 20% as measured by resting echocardiogram.
8. Recent (within 6 months) cerebrovascular accident (CVA) or transient ischemic attack(TIA).
9. End stage renal disease requiring chronic dialysis.
10. GI bleeding within the past 3 months.
11. A known hypersensitivity or contraindication to any of the following which cannot be adequately pre-medicated:

    * Aspirin
    * Ticlopidine
    * Heparin
    * Contrast media
    * Nitinol (titanium and nickel alloy)
12. Ongoing sepsis, including active endocarditis.
13. Subject refuses a blood transfusion.
14. Life expectancy \< 12 months due to associated non-cardiac co-morbid conditions.
15. Other medical, social, or psychological conditions that in the opinion of an Investigator precludes the subject from appropriate consent.
16. Severe dementia (resulting in either inability to provide informed consent for the trial/procedure, prevents independent lifestyle outside of a chronic care facility, or will fundamentally complicate rehabilitation from the procedure or compliance with follow-up visits).
17. Currently participating in an investigational drug or another device trial. Note: Trials requiring extended follow-up for products that were investigational, but have since become commercially available, are not considered investigational trials.
18. Symptomatic carotid or vertebral artery disease.
19. Native aortic annulus size \< 20 mm or \> 27 mm per the screening diagnostic imaging.
20. Pre-existing prosthetic heart valve in any position.
21. Mixed aortic valve disease (aortic stenosis and aortic regurgitation with predominant aortic regurgitation).
22. Mitral regurgitation (moderate to severe) or severe tricuspid regurgitation.
23. Moderate to severe mitral stenosis.
24. Hypertrophic obstructive cardiomyopathy.
25. Echocardiographic evidence of intracardiac mass, thrombus or vegetation.
26. Severe basal septal hypertrophy with an outflow gradient.
27. Ascending aorta diameter \> 43 mm (in case of the aortic annulus is 23-27 mm) unless the aortic annulus is 20-23 mm in which case the ascending aorta diameter \> 40 mm.
28. Congenital bicuspid or unicuspid valve verified by echocardiography.
29. For patients with native coronary artery dependent circulation:

    * Sinus of valsalva width \< 29 mm unless the aortic annulus is 20-23 mm, in which case the sinus of valsalva width \< 27 mm, OR
    * Height of the left or right coronary sinus of valsalva (to the tubular aorta) \< 15mm.
30. Femoral or iliac artery of the first choice corresponding to any one of the followings:

    * Angle at aortic root (the angle between aortic valve annulus plane and horizontal plane/vertebra) exceeds 70°.
    * Vessel diameter of femoral or iliac artery is less than 6 mm.
    * Aorta has severe calcification, excess tortuosity or severe atherosclerosis.
    * Transarterial access not able to accommodate an 18Fr sheath.
31. Subclavian artery of the second choice corresponding to any one of the followings:

    * Angle at aortic root (the angle between aortic valve annulus plane and horizontal plane/vertebra) exceeds 70° (in the case of left subclavian artery) and 30° (in the case of right subclavian artery).
    * Vessel diameter of subclavian artery is less than 6 mm.
    * Transarterial access not able to accommodate an 18Fr sheath.
32. Direct Aortic Artery as third line choice of access. Patients are excluded from Direct Aortic access if:

    * Access site is less than 6 cm from the aortic valve basal plane
    * Access site has calcification or porcelain aorta
    * Access site and delivery trajectory contain RIMA or patent RIMA graft","[""Subject must have co-morbidities such that one cardiologist and one cardiac surgeons agree that medical factors preclude operation, based on a conclusion that the probability of death or serious morbidity exceeds the probability of meaningful improvement."", ""Subject has senile degenerative aortic valve stenosis with: mean gradient > 40 mmHg or jet velocity greater than 4.0 m/s by either resting or dobutamine stress echocardiogram, or simultaneous pressure recordings at cardiac catheterization (either resting or dobutamine stress), AND an initial aortic valve area of \u2264 0.8 cm\u00b2 (or aortic valve area index \u2264 0.5 cm\u00b2/m\u00b2) by resting echocardiogram."", ""Subject is symptomatic from his/her aortic valve stenosis, as demonstrated by NYHA Functional Class Class III or greater. If screening committee agrees the eligibility of a patient with class II , based on medical factors, he/she can be enrolled."", ""Subject has been informed of the nature of the trial and has signed an Informed Consent Form."", ""Subject agrees to comply with specified follow-up evaluations and to return to the same investigational site where the procedure was performed.""]","[""Evidence of an acute myocardial infarction \n\n\u2264 30 days prior to the intended treatment."", ""Any percutaneous coronary or peripheral interventional procedure performed within 30 days prior to the procedure."", ""Blood dyscrasias as defined: Leukopenia (WBC count < 1,000 cells/mm\u00b3) Thrombocytopenia (platelet count <50,000 cells/mm\u00b3) History of bleeding diathesis or coagulopathy Hypercoagulable states"", ""Untreated clinically significant coronary artery disease requiring revascularization."", ""Cardiogenic shock manifested by low cardiac output, vasopressor dependence, or mechanical hemodynamic support."", ""Need for emergency surgery for any reason."", ""Severe ventricular dysfunction with left ventricular ejection fraction (LVEF) < 20% as measured by resting echocardiogram."", ""Recent (within 6 months) cerebrovascular accident (CVA) or transient ischemic attack(TIA)."", ""End stage renal disease requiring chronic dialysis."", ""GI bleeding within the past 3 months."", ""A known hypersensitivity or contraindication to any of the following which cannot be adequately pre-medicated: Aspirin Ticlopidine Heparin Contrast media Nitinol (titanium and nickel alloy)"", ""Ongoing sepsis, including active endocarditis."", ""Subject refuses a blood transfusion."", ""Life expectancy < 12 months due to associated non-cardiac co-morbid conditions."", ""Other medical, social, or psychological conditions that in the opinion of an Investigator precludes the subject from appropriate consent."", ""Severe dementia (resulting in either inability to provide informed consent for the trial/procedure, prevents independent lifestyle outside of a chronic care facility, or will fundamentally complicate rehabilitation from the procedure or compliance with follow-up visits)."", ""Currently participating in an investigational drug or another device trial. Note: Trials requiring extended follow-up for products that were investigational, but have since become commercially available, are not considered investigational trials."", ""Symptomatic carotid or vertebral artery disease."", ""Native aortic annulus size < 20 mm or > 27 mm per the screening diagnostic imaging."", ""Pre-existing prosthetic heart valve in any position."", ""Mixed aortic valve disease (aortic stenosis and aortic regurgitation with predominant aortic regurgitation)."", ""Mitral regurgitation (moderate to severe) or severe tricuspid regurgitation."", ""Moderate to severe mitral stenosis."", ""Hypertrophic obstructive cardiomyopathy."", ""Echocardiographic evidence of intracardiac mass, thrombus or vegetation."", ""Severe basal septal hypertrophy with an outflow gradient."", ""Ascending aorta diameter > 43 mm (in case of the aortic annulus is 23-27 mm) unless the aortic annulus is 20-23 mm in which case the ascending aorta diameter > 40 mm."", ""Congenital bicuspid or unicuspid valve verified by echocardiography."", ""For patients with native coronary artery dependent circulation: Sinus of valsalva width < 29 mm unless the aortic annulus is 20-23 mm, in which case the sinus of valsalva width < 27 mm, OR Height of the left or right coronary sinus of valsalva (to the tubular aorta) < 15mm."", ""Femoral or iliac artery of the first choice corresponding to any one of the followings: Angle at aortic root (the angle between aortic valve annulus plane and horizontal plane/vertebra) exceeds 70\u00b0. Vessel diameter of femoral or iliac artery is less than 6 mm. Aorta has severe calcification, excess tortuosity or severe atherosclerosis. Transarterial access not able to accommodate an 18Fr sheath."", ""Subclavian artery of the second choice corresponding to any one of the followings: Angle at aortic root (the angle between aortic valve annulus plane and horizontal plane/vertebra) exceeds 70\u00b0 (in the case of left subclavian artery) and 30\u00b0 (in the case of right subclavian artery). Vessel diameter of subclavian artery is less than 6 mm. Transarterial access not able to accommodate an 18Fr sheath."", ""Direct Aortic Artery as third line choice of access. Patients are excluded from Direct Aortic access if: Access site is less than 6 cm from the aortic valve basal plane Access site has calcification or porcelain aorta Access site and delivery trajectory contain RIMA or patent RIMA graft""]"
NCT01589913,"Remote Care for Reducing Cardiac Fear, Fear of Dying, Depression, and Increasing Quality of Life in ICD-Patients With Cardiac Insufficiency/at Risk for Fatal Cardiac Arrhythmia.","Inclusion Criteria:

* Implanted ICD
* Internet access can be installed during completion of the prevention program

Exclusion Criteria:

* Medical reasons preventing participation of the prevention program (e.g. emergency hospitalization) for more than one week of the program
* Suicidality (Patients with scores \> 8 on the depression subscale of the HADS will be assessed via interviews conducted by a qualified psychologist)
* Severe cognitive impairment (\< 17 points in the MMST; Kessler, J., Markowitsch, H. J. \& Denzler, P. (2000). Mini-Mental-Status-Test (MMST). Göttingen: Beltz Test GMBH. \[Deutsche Adaption\])
* Insufficient command of German to follow the intervention program
* Current ICD-10 diagnosis:
* F1x: Mental and behavioral disorders due to psychoactive substance use
* F2x: Schizophrenia, schizotypal and delusional disorders
* F30: Manic Episode
* F31: Bipolar affective disorder","[""Implanted ICD"", ""Internet access can be installed during completion of the prevention program""]","[""Medical reasons preventing participation of the prevention program (e.g. emergency hospitalization) for more than one week of the program"", ""Suicidality (Patients with scores > 8 on the depression subscale of the HADS will be assessed via interviews conducted by a qualified psychologist)"", ""Severe cognitive impairment (< 17 points in the MMST; Kessler, J., Markowitsch, H. J. & Denzler, P. (2000). Mini-Mental-Status-Test (MMST). G\n\n\u00f6ttingen: Beltz Test GMBH. [Deutsche Adaption])"", ""Insufficient command of German to follow the intervention program"", ""Current ICD-10 diagnosis: F1x: Mental and behavioral disorders due to psychoactive substance use"", ""Current ICD-10 diagnosis: F2x: Schizophrenia, schizotypal and delusional disorders"", ""Current ICD-10 diagnosis: F30: Manic Episode"", ""Current ICD-10 diagnosis: F31: Bipolar affective disorder""]"
NCT00214513,"Maintain. A Randomized Trial of Effect of Low-Cost Maintenance Training on Exercise Capacity, Quality of Life and Morbidity","Inclusion Criteria:

1. NYHA II-IV
2. Ejection Fraction ≤45% assessed by echocardiography within the last 6 months
3. Optimal medical treatment according to guidelines
4. Informed consent -

Exclusion Criteria:

1. Hæmodynamically significant obstructive heart valve disease
2. Hæmodynamically significant valve insufficiency
3. Recent Myocardial infarction (8 weeks)
4. Significant arrythmia at exercise testing (NSVT, VT, VF or SVT with ventricular action \>150)
5. Significant ischaemia or angina at low strain(£ 50 W)
6. Disabilities that render physical training impossible
7. Dementia
8. Serious other illness with expected shortened survival
9. Participation in other scientific protocols that do not allow participation
10. Lack of informed consent
11. If the patient cannot train in a team supervised by only one physiotherapist, e.g. due to poor balance, the patient can be excluded within the first two weeks of inclusion.","[""NYHA II-IV"", ""Ejection Fraction \u226445% assessed by echocardiography within the last 6 months"", ""Optimal medical treatment according to guidelines"", ""Informed consent""]","[""H\u00e6modynamically significant obstructive heart valve disease"", ""H\u00e6modynamically significant valve insufficiency"", ""Recent Myocardial infarction (8 weeks)"", ""Significant arrythmia at exercise testing (NSVT, VT, VF or SVT with ventricular action >150)"", ""Significant ischaemia or angina at low strain(\u00a3 50 W)"", ""Disabilities that render physical training impossible"", ""Dementia"", ""Serious other illness with expected shortened survival"", ""Participation in other scientific protocols that do not allow participation"", ""Lack of informed consent"", ""If the patient cannot train in a team supervised by only one physiotherapist, e.g. due to poor balance, the patient can be excluded within the first two weeks of inclusion.""]"
NCT01043991,Intracoronary Injection of Epo During Reperfusion in Patients Hospitalized for First Acute Myocardial Infarct STEMI,"Inclusion Criteria:

* ACS with persistent ST elevation
* First episode
* Symptoms onset \< 12 hours
* Eligible for angioplasty
* Culprit coronary artery occluded (TIMI flow 0-1) at admission, and then adequately reperfused (TIMI flow 2-3) prior to EPO injection

Exclusion Criteria:

* Cardiogenic shock
* Cardiac arrest
* Currently receiving EPO
* Pregnancy","[""ACS with persistent ST elevation"", ""First episode"", ""Symptoms onset < 12 hours"", ""Eligible for angioplasty"", ""Culprit coronary artery occluded (TIMI flow 0-1) at admission, and then adequately reperfused (TIMI flow 2-3) prior to EPO injection""]","[""Cardiogenic shock"", ""Cardiac arrest"", ""Currently receiving EPO"", ""Pregnancy""]"
NCT02155491,Global Anticoagulant Registry in the Field Observing Treatment and Outcomes in Patients With Treated Acute Venous Thromboembolic Events in the Real World,"Inclusion Criteria:

* Written informed consent
* Age 18 years and over
* Treated first time or recurrent DVT (lower or upper extremity), PE alone or overlapping DVT and PE confirmed by appropriate diagnostic methods (patients must be assessed for eligibility within 30 days of diagnosis)
* Patients included with recurrent VTE must have completed treatment for the previous VTE episode

Exclusion Criteria:

* Patients for whom long-term follow-up is not envisaged within the enrolling hospital or the associated primary care physician
* Patients participating in an interventional study that dictates treatments, visit frequency, or diagnostic procedures
* Patients with only superficial vein thrombosis (SVT)","[""Written informed consent"", ""Age 18 years and over"", ""Treated first time or recurrent DVT (lower or upper extremity), PE alone or overlapping DVT and PE confirmed by appropriate diagnostic methods (patients must be assessed for eligibility within 30 days of diagnosis)"", ""Patients included with recurrent VTE must have completed treatment for the previous VTE episode""]","[""Patients for whom long-term follow-up is not envisaged within the enrolling hospital or the associated primary care physician"", ""Patients participating in an interventional study that dictates treatments, visit frequency, or diagnostic procedures"", ""Patients with only superficial vein thrombosis (SVT)""]"
NCT01648634,"A Randomized, Double-Blind, Placebo-Controlled, Multi-center Study to Examine the Effect of Nebivolol, a Beta-Blockade Drug, for the Prevention of Ventricular Systolic Dysfunction in Patients With Duchenne Muscular Dystrophy","Inclusion Criteria:

* Duchenne muscular dystrophy genetically proven
* Age between 10 and 15 years
* Left ventricular ejection fraction assessed by radionuclide angiography or echocardiography ≥50% and measured within 3 months
* Systolic blood pressure ≥80 mmHg
* Diastolic blood pressure ≥70 mmHg

Exclusion Criteria:

* Heart rate \<50 bpm
* 2nd or 3rd degree atrioventricular blocks, sinus node dysfunction
* Asthma or bronchospasm
* Severe peripheral circulatory disease
* Hypersensitivity to nebivolol or excipients
* Metabolic acidosis
* Blood urea \>7 mmol/l
* Liver transaminases enzymes \>6 fold the upper limit of normal
* Formal indication for beta-blockade treatment
* Cardiac treatments except angiotensin-converting enzyme inhibitors
* Participation to another clinical trial within 3 months","[""Duchenne muscular dystrophy genetically proven"", ""Age between 10 and 15 years"", ""Left ventricular ejection fraction assessed by radionuclide angiography or echocardiography \"">=50%\"" and measured within 3 months"", ""Systolic blood pressure \"">=80 mmHg\"""", ""Diastolic blood pressure \"">=70 mmHg\""""]","[""Heart rate <50 bpm"", ""2nd or 3rd degree atrioventricular blocks, sinus node dysfunction"", ""Asthma or bronchospasm"", ""Severe peripheral circulatory disease"", ""Hypersensitivity to nebivolol or excipients"", ""Metabolic acidosis"", ""Blood urea >7 mmol/l"", ""Liver transaminases enzymes >6 fold the upper limit of normal"", ""Formal indication for beta-blockade treatment"", ""Cardiac treatments except angiotensin-converting enzyme inhibitors"", ""Participation to another clinical trial within 3 months""]"
NCT01981655,"A Phase 2, Randomised, Single-Blind, Placebo-controlled Study of Half Molar Sodium Lactate Solution in the Treatment of Subjects With Acute Heart Failure","Inclusion Criteria:

* Age: more than 18 years
* Heart failure criteria:

Left heart failure: as evidenced by 2 out of 3:

* Left ventricular ejection fraction (LVEF) ≤ 40% and cardiac index ≤ 2.5 L/min/m2
* Acute pulmonary oedema of cardiac origin or mechanical ventilation (including CPAP/BIPAP) for respiratory failure of predominantly cardiac origin
* Need for inotropes/vasopressors for cardiac pump failure OR

Right heart failure: as evidenced by 1 out of 2:

* Bilateral leg oedema above ankles
* RV failure (low tricuspid annular plane systolic excursion (TAPSE), dilated floppy RV)
* Poor peripheral perfusion as evidenced by 2 out of 3:

Cold mottled skin Low urine output Acutely clouded sensorium/poor mentation

* Consent obtained from patient or patient's next of kin.

Exclusion Criteria:

* Hypernatremia: \[Na\] \>145 mmol/L
* Diagnosed hypertrophic obstructive cardiomyopathy
* Uncorrected severe valvular heart disease
* Documented third degree heart block, sustained ventricular tachycardia
* Documented cardiac tamponade
* Septic shock
* Acute respiratory distress syndrome (ARDS)
* Moribund patients likely to die before 24h
* Patients with major diseases of limited prognosis such as end stage cancer,end-stage liver failure, end stage dialysis dependent renal failure
* Patients with absolute indication for acute hemodialysis/hemofiltration (pH, K, urea \> 35 mmol/L, severe fluid overload in the presence of oliguria \< 200 mL/6h.
* Known pregnancy","[""Age: more than 18 years"", ""Heart failure criteria: Left heart failure: as evidenced by 2 out of 3: Left ventricular ejection fraction (LVEF) \nG 40% and cardiac index \nG 2.5 L/min/m2"", ""Heart failure criteria: Left heart failure: as evidenced by 2 out of 3: Acute pulmonary oedema of cardiac origin or mechanical ventilation (including CPAP/BIPAP) for respiratory failure of predominantly cardiac origin"", ""Heart failure criteria: Left heart failure: as evidenced by 2 out of 3: Need for inotropes/vasopressors for cardiac pump failure"", ""Heart failure criteria: Right heart failure: as evidenced by 1 out of 2: Bilateral leg oedema above ankles"", ""Heart failure criteria: Right heart failure: as evidenced by 1 out of 2: RV failure (low tricuspid annular plane systolic excursion (TAPSE), dilated floppy RV)"", ""Poor peripheral perfusion as evidenced by 2 out of 3: Cold mottled skin"", ""Poor peripheral perfusion as evidenced by 2 out of 3: Low urine output"", ""Poor peripheral perfusion as evidenced by 2 out of 3: Acutely clouded sensorium/poor mentation"", ""Consent obtained from patient or patient's next of kin.""]","[""Hypernatremia: [Na] >145 mmol/L"", ""Diagnosed hypertrophic obstructive cardiomyopathy"", ""Uncorrected severe valvular heart disease"", ""Documented third degree heart block, sustained ventricular tachycardia"", ""Documented cardiac tamponade"", ""Septic shock"", ""Acute respiratory distress syndrome (ARDS)"", ""Moribund patients likely to die before 24h"", ""Patients with major diseases of limited prognosis such as end stage cancer,end-stage liver failure, end stage dialysis dependent renal failure"", ""Patients with absolute indication for acute hemodialysis/hemofiltration (pH, K, urea > 35 mmol/L, severe fluid overload in the presence of oliguria < 200 mL/6h."", ""Known pregnancy""]"
