nct_id,official_title,eligibility_criteria,inclusion_criteria,exclusion_criteria
NCT01213862,"Home Visit Impact on Knowledge of Disease, Self-Care Skills and Quality of Life of Heart Failure Patients: Randomized Clinical Trial","Inclusion Criteria:

* Patients of both sexes
* Age equal to or above 18 years
* Diagnosis of heart failure with systolic dysfunction (ejection fraction ≤ 45%)
* Hospitalized for heart failure decompensation and who agree to participate in the study by signing a Free Informed Consent Form.

Exclusion Criteria:

* Patients presenting with communication barriers and suffering from degenerative neurological diseases.
* Patients who had Acute Coronary Syndrome (ACS) in the past 6 months before randomization
* Patients with renal/hepatic/pulmonary or systemic disease who may confuse the interpretation of findings or result in limited life expectancy
* Surgical or therapeutic treatment that may influence the follow-up
* Pregnancy
* Diagnosis of Heart Failure secondary to:

  * sepsis
  * myocarditis
  * acute myocardial infarction
  * peripartum cardiomyopathy and other acute cause
* No interest in receiving home visits
* Living more than 10 km away for the original hospital
* No possibility of telephone contact.","[""Patients of both sexes"", ""Age equal to or above 18 years"", ""Diagnosis of heart failure with systolic dysfunction (ejection fraction \ny 45%)"", ""Hospitalized for heart failure decompensation and who agree to participate in the study by signing a Free Informed Consent Form.""]","[""Patients presenting with communication barriers and suffering from degenerative neurological diseases."", ""Patients who had Acute Coronary Syndrome (ACS) in the past 6 months before randomization"", ""Patients with renal/hepatic/pulmonary or systemic disease who may confuse the interpretation of findings or result in limited life expectancy"", ""Surgical or therapeutic treatment that may influence the follow-up"", ""Pregnancy"", ""Diagnosis of Heart Failure secondary to: sepsis, myocarditis, acute myocardial infarction, peripartum cardiomyopathy and other acute cause"", ""No interest in receiving home visits"", ""Living more than 10 km away for the original hospital"", ""No possibility of telephone contact.""]"
NCT02444403,Proyecto ESCUDO: Police Training to Reduce Occupational Needlesticks and HIV Among Substance Users,"Inclusion Criteria:

* Age \>18 years old
* Active-duty police officer
* Completion of 3-hour PEP course
* Completion of the pre- and post-PEP surveys
* Follow-up consent
* For level 2: report encountering syringes within the last 6 months comprise the follow-up sampling frame

Exclusion Criteria:

* Did not complete 3-hour PEP course
* Did not complete pre- and post-PEP surveys","[""Age >18 years old"", ""Active-duty police officer"", ""Completion of 3-hour PEP course"", ""Completion of the pre- and post-PEP surveys"", ""Follow-up consent"", ""For level 2: report encountering syringes within the last 6 months comprise the follow-up sampling frame""]","[""Did not complete 3-hour PEP course"", ""Did not complete pre- and post-PEP surveys""]"
NCT04757142,PLASMA Chile (PLASMA Chile),"Inclusion Criteria:

* Men and women ≥18 years old.
* Patients with Heart Failure with Left Ventricular Ejection Fraction (LVEF) ≤ 40% will be included.
* Patients must be willing to comply with the study requirements and complete the Informed Consent Form (defined as the legally valid and documented confirmation of a patient's voluntary agreement to participate in the clinical study).

Exclusion Criteria:

* Patients without Heart Failure or with Heart Failure with Left Ventricular Ejection Fraction (LVEF)\> 40%.
* Patients unable to comply with the Clinical Investigation Plan.
* Patients who are already enrolled or plan to participate in a concurrent clinical study of any medication and/or device at any time during the course of this clinical study without prior documented approval of the Medtronic Study Manager.","[""Men and women \u226518 years old."", ""Patients with Heart Failure with Left Ventricular Ejection Fraction (LVEF) \u2264 40% will be included."", ""Patients must be willing to comply with the study requirements and complete the Informed Consent Form (defined as the legally valid and documented confirmation of a patient's voluntary agreement to participate in the clinical study).""]","[""Patients without Heart Failure or with Heart Failure with Left Ventricular Ejection Fraction (LVEF)> 40%."", ""Patients unable to comply with the Clinical Investigation Plan."", ""Patients who are already enrolled or plan to participate in a concurrent clinical study of any medication and/or device at any time during the course of this clinical study without prior documented approval of the Medtronic Study Manager.""]"
NCT05791669,Arrest of Interproximal Caries Lesion in Primary Molars With 38% Silver Diamine Fluoride Solution and 5% Sodium Fluoride Varnish: A Randomized Clinical Trial,"Inclusion Criteria:

1. Children aged 5 to 9 years.
2. Presence of at least 2 primary molars with interproximal caries.
3. Carious lesions of enamel or outer or middle third of dentin in primary molars, as assessed by bitewing radiographs with ICCMSTM scoring (RA1, RA2, RA3, RB4).

Exclusion Criteria:

1\. Presence of advanced carious lesions reaching inner third of dentin detected by bitewing radiographic examinations ICCMSTM (RC5, RC6).

3\. Children or adolescents that refuse to participate in the study or present negative behaviours.

4\. Teeth with premature hypermobility 5. Both physically and mentally disabled children","[""Children aged 5 to 9 years."", ""Presence of at least 2 primary molars with interproximal caries."", ""Carious lesions of enamel or outer or middle third of dentin in primary molars, as assessed by bitewing radiographs with ICCMSTM scoring (RA1, RA2, RA3, RB4).""]","[""Presence of advanced carious lesions reaching inner third of dentin detected by bitewing radiographic examinations ICCMSTM (RC5, RC6)."", ""Children or adolescents that refuse to participate in the study or present negative behaviours."", ""Teeth with premature hypermobility"", ""Both physically and mentally disabled children""]"
NCT02045459,Assessment of Perfusion Reserve and Effects of Exercise in Microvascular Angina,"Inclusion Criteria:

* Age 18 - 85
* Anginal symptoms of chest pain, dyspnea on exertion, or other anginal equivalent suspected to be secondary to myocardial ischemia
* Coronary angiogram without obstructive epicardial coronary artery disease (≥50% epicardial stenosis or fractional flow reserve of \<0.80) within 6 months prior to enrollment or date of CMR #1, whichever is later and without intervening signs or symptoms suggestive of new obstructive epicardial CAD.

Exclusion Criteria:

* Prior CABG (due to limitations of CMR quantitative perfusion in this population)
* Prior myocardial infarction (due to its effects on myocardial flow reserve)
* Hypertrophic or restrictive cardiomyopathy
* Coronary vasospasm
* Acute coronary syndrome unless concurrent coronary angiography reveals no epicardial stenoses of \>50%
* Contraindications to CMR including - intracranial aneurysm clips, implantable pacemaker or defibrillator, metal cochlear/intraocular implants, any metallic implant not listed as magnetic resonance compatible, severe claustrophobia or other inability to tolerate a 30 minute CMR study
* GFR \< 45 ml/min/1.73² (to avoid nephrogenic systemic fibrosis and iodinated contrast dye - mediated ATN) based on creatinine within 30 days of CMR #1
* Acute kidney injury, defined by the KDIGO Clinical Practice Guidelines as an increase in serum creatinine of ≥0.3 mg/dL within 48 hours, an increase in serum creatinine ≥1.5 times baseline thought to have occurred in the past 7 days, or a urine volume \<0.5mL/kg/h for 6 hours
* Severe liver disease, paraproteinemia syndromes (such as multiple myeloma), hepatorenal syndrome, or planned liver transplantation (gadolinium contraindication)
* Pregnancy (assessed by serum beta- HCG prior to CMR) due to unclear gadolinium fetal effects
* Known hypersensitivity to regadenoson, or gadolinium
* Other contraindications to regadenoson (heart rate \< 40 bpm, 2nd or 3rd degree heart block, sick sinus syndrome without a pacemaker, severe asthma or COPD with ongoing wheezing or hospitalization within the past 6 months, systolic blood pressure \<90mmHg, recent use of dipyridamole, methylxanthine (such as aminophylline) or dipyridamole use within the past 48 hours, or caffeine within 12 hours)
* Atrial fibrillation with rapid ventricular response, frequent ectopy, or other contraindications to ECG gating
* Inability to provide informed consent
* Life expectancy of \< 2 years

  3\. List any restrictions on use of other drugs or treatments.
* Subject will be asked to refrain from use of caffeine for 12 hours and methylxanthines and dipyridamole for 48 hours prior to any administration of regadenoson. Subject may not participate if pregnant or breastfeeding.

Phase 2:

1. List the criteria for inclusion

   * Enrollment in phase #1.
   * MPR \<2.0 ml/g/min on CMR #1.
2. List the criteria for exclusion

   •Unable to exercise.
3. List any restrictions on use of other drugs or treatments. Subject will be asked to refrain from use of caffeine for 12 hours and methylxanthines and dipyridamole for 48 hours prior to any administration of regadenoson. Subject may not participate if pregnant or breastfeeding.","[""Age 18 - 85"", ""Anginal symptoms of chest pain, dyspnea on exertion, or other anginal equivalent suspected to be secondary to myocardial ischemia"", ""Coronary angiogram without obstructive epicardial coronary artery disease (\b\b\u226550% epicardial stenosis or fractional flow reserve of <0.80) within 6 months prior to enrollment or date of CMR #1, whichever is later and without intervening signs or symptoms suggestive of new obstructive epicardial CAD"", ""Enrollment in phase #1"", ""MPR <2.0 ml/g/min on CMR #1""]","[""Prior CABG (due to limitations of CMR quantitative perfusion in this population)"", ""Prior myocardial infarction (due to its effects on myocardial flow reserve)"", ""Hypertrophic or restrictive cardiomyopathy"", ""Coronary vasospasm"", ""Acute coronary syndrome unless concurrent coronary angiography reveals no epicardial stenoses of >50%"", ""Contraindications to CMR including - intracranial aneurysm clips, implantable pacemaker or defibrillator, metal cochlear/intraocular implants, any metallic implant not listed as magnetic resonance compatible, severe claustrophobia or other inability to tolerate a 30 minute CMR study"", ""GFR < 45 ml/min/1.73\b\b\u00b2 (to avoid nephrogenic systemic fibrosis and iodinated contrast dye - mediated ATN) based on creatinine within 30 days of CMR #1"", ""Acute kidney injury, defined by the KDIGO Clinical Practice Guidelines as an increase in serum creatinine of \b\b\u22650.3 mg/dL within 48 hours, an increase in serum creatinine \b\b\u22651.5 times baseline thought to have occurred in the past 7 days, or a urine volume <0.5mL/kg/h for 6 hours"", ""Severe liver disease, paraproteinemia syndromes (such as multiple myeloma), hepatorenal syndrome, or planned liver transplantation (gadolinium contraindication)"", ""Pregnancy (assessed by serum beta- HCG prior to CMR) due to unclear gadolinium fetal effects"", ""Known hypersensitivity to regadenoson, or gadolinium"", ""Other contraindications to regadenoson (heart rate < 40 bpm, 2nd or 3rd degree heart block, sick sinus syndrome without a pacemaker, severe asthma or COPD with ongoing wheezing or hospitalization within the past 6 months, systolic blood pressure <90mmHg, recent use of dipyridamole, methylxanthine (such as aminophylline) or dipyridamole use within the past 48 hours, or caffeine within 12 hours)"", ""Atrial fibrillation with rapid ventricular response, frequent ectopy, or other contraindications to ECG gating"", ""Inability to provide informed consent"", ""Life expectancy of < 2 years"", ""Unable to exercise""]"
NCT00000480,,"Men and women patients with documented coronary artery disease, ejection fraction less than or equal to 40 percent, and nonsustained asymptomatic ventricular tachycardia.","[""Men and women patients"", ""documented coronary artery disease"", ""ejection fraction less than or equal to 40 percent"", ""nonsustained asymptomatic ventricular tachycardia""]",[]
NCT04595370,"A Phase 2b, Randomised, Double-Blind, Active Controlled, Multi Centre Study to Evaluate the Efficacy, Safety and Tolerability of Oral AZD9977 and Dapagliflozin Treatment in Patients With Heart Failure and Chronic Kidney Disease","Inclusion Criteria:

Participants are included in the study if any of the following criteria apply:

* Documented diagnosis of stable symptomatic HF (New York Heart Association class II-III) at screening, and a medical history of typical symptoms and signs of HF in those who are currently receiving loop diuretic treatment
* Left ventricular ejection fraction \<60% documented by the most recent echocardiogram or cardiac magnetic resonance imaging within the last 12 months prior to screening
* Stable background treatment for HF, hypertension, diabetes mellitus or renal disease according to guidelines
* N-terminal-pro-brain natriuretic peptide (NT proBNP) ≥300 pg/mL for participants with sinus rhythm at screening; and NT proBNP ≥600 pg/mL for participants with atrial fibrillation/flutter at screening
* The eGFR ≥30 and ≤60 mL/min/1.73\^2 (by CKD- EPI formula) and UACR ≥30 mg/g (3 mg/mmol) and \<3000 mg/g (300 mg/mmol)
* Body mass index less than 40 kg/m\^2
* Serum/plasma K+ level ≥ 3.5 and \< 5.0 mmol/L within 10 days prior to randomization
* Serum/ plasma Na+ level within normal reference values within 10 days prior to randomization
* Systolic blood pressure should be at protocol defined range at randomization (Visit 3), with no change to antihypertensive treatments in previous 3 weeks
* Male or female of non-childbearing potential
* All participants must follow protocol defined contraceptives procedures

Exclusion Criteria:

Participants are excluded from the study if any of the following criteria apply:

* Primary glomerulopathy, vasculitic renal disease, prior dialysis or unstable rapidly progressing renal disease, autosomal dominant or autosomal recessive polycystic kidney disease, lupus nephritis or anti-neutrophil cytoplasm antibody-associated vasculitis
* Participants with currently decompensated HF requiring hospitalization for optimization of HF treatment and are not on stable HF therapy at the time of enrollment
* HF due to cardiomyopathies
* High output HF (e.g., due to hyperthyroidism or Paget's disease)
* HF due to pericardial disease, congenital heart disease or clinically significant uncorrected primary cardiac valvular disease or planned cardiac valve repair/replacement
* Participants with uncontrolled diabetes mellitus (Glycated hemoglobin \>10%)
* Participants with Type 1 diabetes mellitus
* Intermittent or persistent 2nd or 3rd degree atrioventricular block, sinus node dysfunction with clinically significant bradycardia or sinus pauses, not treated with a pacemaker
* History of any life-threatening cardiac dysrhythmia or uncontrolled ventricular rate in participants with atrial fibrillation or atrial flutter
* Acute coronary syndrome and/or elective/non-elective percutaneous cardiac interventions (within 3 months) prior to randomisation or is planned to undergo any of these procedures during the study
* Any major cardiovascular (eg, open chest, coronary artery bypass grafting or valvular repair/replacement) or major non-cardiovascular surgery within 3 months prior to randomisation or is planned to undergo any cardiovascular surgery during the study
* Heart transplantation or left ventricular assist device at any time or if these are planned
* Kidney or any organ transplantation or if these are planned
* Medical conditions associated with development of hyperkalaemia (Addison's disease )
* History or ongoing allergy/hypersensitivity, to sodium-glucose co-transporter-2 inhibitor (SGLT2i e.g., dapagliflozin, empagliflozin)
* Stroke, transient ischemic attack, carotid surgery, or carotid angioplasty within previous 3 months prior to randomisation
* Hepatic disease, including hepatitis and/or hepatic impairment (Child-Pugh class A-C), and aspartate aminotransferase or alanine transaminase or total bilirubin should be in protocol defined range at time of screening and/ or within 7 days prior to randomization
* Participants with newly detected pathological laboratory values or an ongoing disease condition
* If the participants clinical signs and symptoms consistent with COVID-19, and has been previously hospitalized with COVID-19 infection and did not fully recover their previous health status
* Previous randomization in the present study
* Prior medical treatment with an mineralocorticoid receptor antagonist where the medication was taken within 90 days prior to screening
* Current or prior treatment within 6 months prior to screening with cytotoxic therapy, immunosuppressive therapy, or other immunotherapy","[""Documented diagnosis of stable symptomatic HF (New York Heart Association class II-III) at screening, and a medical history of typical symptoms and signs of HF in those who are currently receiving loop diuretic treatment"", ""Left ventricular ejection fraction <60% documented by the most recent echocardiogram or cardiac magnetic resonance imaging within the last 12 months prior to screening"", ""Stable background treatment for HF, hypertension, diabetes mellitus or renal disease according to guidelines"", ""N-terminal-pro-brain natriuretic peptide (NT proBNP) \"">=300 pg/mL for participants with sinus rhythm at screening; and NT proBNP \"">=600 pg/mL for participants with atrial fibrillation/flutter at screening"", ""The eGFR \"">=30 and \"">=60 mL/min/1.73^2 (by CKD- EPI formula) and UACR \"">=30 mg/g (3 mg/mmol) and <3000 mg/g (300 mg/mmol)"", ""Body mass index less than 40 kg/m^2"", ""Serum/plasma K+ level \"">= 3.5 and < 5.0 mmol/L within 10 days prior to randomization"", ""Serum/ plasma Na+ level within normal reference values within 10 days prior to randomization"", ""Systolic blood pressure should be at protocol defined range at randomization (Visit 3), with no change to antihypertensive treatments in previous 3 weeks"", ""Male or female of non-childbearing potential"", ""All participants must follow protocol defined contraceptives procedures""]","[""Primary glomerulopathy, vasculitic renal disease, prior dialysis or unstable rapidly progressing renal disease, autosomal dominant or autosomal recessive polycystic kidney disease, lupus nephritis or anti-neutrophil cytoplasm antibody-associated vasculitis"", ""Participants with currently decompensated HF requiring hospitalization for optimization of HF treatment and are not on stable HF therapy at the time of enrollment"", ""HF due to cardiomyopathies"", ""High output HF (e.g., due to hyperthyroidism or Paget's disease)"", ""HF due to pericardial disease, congenital heart disease or clinically significant uncorrected primary cardiac valvular disease or planned cardiac valve repair/replacement"", ""Participants with uncontrolled diabetes mellitus (Glycated hemoglobin >10%)"", ""Participants with Type 1 diabetes mellitus"", ""Intermittent or persistent 2nd or 3rd degree atrioventricular block, sinus node dysfunction with clinically significant bradycardia or sinus pauses, not treated with a pacemaker"", ""History of any life-threatening cardiac dysrhythmia or uncontrolled ventricular rate in participants with atrial fibrillation or atrial flutter"", ""Acute coronary syndrome and/or elective/non-elective percutaneous cardiac interventions (within 3 months) prior to randomisation or is planned to undergo any of these procedures during the study"", ""Any major cardiovascular (eg, open chest, coronary artery bypass grafting or valvular repair/replacement) or major non-cardiovascular surgery within 3 months prior to randomisation or is planned to undergo any cardiovascular surgery during the study"", ""Heart transplantation or left ventricular assist device at any time or if these are planned"", ""Kidney or any organ transplantation or if these are planned"", ""Medical conditions associated with development of hyperkalaemia (Addison's disease )"", ""History or ongoing allergy/hypersensitivity, to sodium-glucose co-transporter-2 inhibitor (SGLT2i e.g., dapagliflozin, empagliflozin)"", ""Stroke, transient ischemic attack, carotid surgery, or carotid angioplasty within previous 3 months prior to randomisation"", ""Hepatic disease, including hepatitis and/or hepatic impairment (Child-Pugh class A-C), and aspartate aminotransferase or alanine transaminase or total bilirubin should be in protocol defined range at time of screening and/ or within 7 days prior to randomization"", ""Participants with newly detected pathological laboratory values or an ongoing disease condition"", ""If the participants clinical signs and symptoms consistent with COVID-19, and has been previously hospitalized with COVID-19 infection and did not fully recover their previous health status"", ""Previous randomization in the present study"", ""Prior medical treatment with an mineralocorticoid receptor antagonist where the medication was taken within 90 days prior to screening"", ""Current or prior treatment within 6 months prior to screening with cytotoxic therapy, immunosuppressive therapy, or other immunotherapy""]"
NCT04180696,Mid-Q Response Study,"Inclusion Criteria:

* Subject is willing to sign and date the study Informed Consent Form (ICF).
* Subject is indicated for a CRT device according to local guidelines.
* Subject has sinus rhythm at time of enrollment
* Subject has a moderately wide intrinsic QRS duration ≥120 ms and \<150 ms
* Subject has Left Bundle Branch Block (LBBB) as documented on an ECG (preferably within 30 days prior to enrollment but up to 50 days is accepted) with Qs or rS in leads V1 and V2, and Mid-QRS notching or slurring in ≥2 of leads V1, V2, V5, V6, I, and aVL
* Subject has intrinsic, normal AV conduction as documented on an ECG by a PR interval ≤200 ms (preferably within 30 days prior to enrollment but up to 50 days is accepted).
* Subject has left ventricular ejection fraction ≤35% (documented within 180 days prior to enrollment).
* Subject has NYHA class II, III, or IV (documented within 30 days prior to enrollment) despite optimal medical therapy. Optimal medical therapy is defined as maximal tolerated dose of Beta-blockers and a therapeutic dose of ACE-I, ARB or MRA.

Exclusion Criteria:

* Subject is less than 18 years of age (or has not reached minimum age per local law if that is higher).
* Subject is not expected to remain available for at least 1 year of follow-up visits.
* Subjects has permanent atrial arrhythmias for which pharmacological therapy and/or cardioversion have been unsuccessful or have not been attempted.
* Subject is, or previously has been, receiving cardiac resynchronization therapy.
* Subject is currently enrolled or planning to participate in a potentially confounding drug or device trial during the course of this study. Co-enrollment in concurrent trials is only allowed when documented pre-approval is obtained from the Medtronic study manager.
* Subject has unstable angina, or experienced an acute myocardial infarction (MI) or received coronary artery revascularization (CABG) or coronary angioplasty (PTCA) within 30 days prior to enrollment.
* Subject has a mechanical tricuspid heart valve or is scheduled to undergo valve repair or valve replacement during the course of the study.
* Subject is post heart transplant (subjects on the heart transplant list for the first time are not excluded).
* Subject has a limited life expectancy due to non-cardiac causes that would not allow completion of the study.
* Subject is pregnant (if required by local law, women of child-bearing potential must undergo a pregnancy test within seven days prior to device implant).
* Subject meets any exclusion criteria required by local law.","[""Subject is willing to sign and date the study Informed Consent Form (ICF)."", ""Subject is indicated for a CRT device according to local guidelines."", ""Subject has sinus rhythm at time of enrollment"", ""Subject has a moderately wide intrinsic QRS duration \u2265120 ms and <150 ms"", ""Subject has Left Bundle Branch Block (LBBB) as documented on an ECG (preferably within 30 days prior to enrollment but up to 50 days is accepted) with Qs or rS in leads V1 and V2, and Mid-QRS notching or slurring in \u22652 of leads V1, V2, V5, V6, I, and aVL"", ""Subject has intrinsic, normal AV conduction as documented on an ECG by a PR interval \u2264200 ms (preferably within 30 days prior to enrollment but up to 50 days is accepted)."", ""Subject has left ventricular ejection fraction \u226435% (documented within 180 days prior to enrollment)."", ""Subject has NYHA class II, III, or IV (documented within 30 days prior to enrollment) despite optimal medical therapy. Optimal medical therapy is defined as maximal tolerated dose of Beta-blockers and a therapeutic dose of ACE-I, ARB or MRA.""]","[""Subject is less than 18 years of age (or has not reached minimum age per local law if that is higher)."", ""Subject is not expected to remain available for at least 1 year of follow-up visits."", ""Subjects has permanent atrial arrhythmias for which pharmacological therapy and/or cardioversion have been unsuccessful or have not been attempted."", ""Subject is, or previously has been, receiving cardiac resynchronization therapy."", ""Subject is currently enrolled or planning to participate in a potentially confounding drug or device trial during the course of this study. Co-enrollment in concurrent trials is only allowed when documented pre-approval is obtained from the Medtronic study manager."", ""Subject has unstable angina, or experienced an acute myocardial infarction (MI) or received coronary artery revascularization (CABG) or coronary angioplasty (PTCA) within 30 days prior to enrollment."", ""Subject has a mechanical tricuspid heart valve or is scheduled to undergo valve repair or valve replacement during the course of the study."", ""Subject is post heart transplant (subjects on the heart transplant list for the first time are not excluded)."", ""Subject has a limited life expectancy due to non-cardiac causes that would not allow completion of the study."", ""Subject is pregnant (if required by local law, women of child-bearing potential must undergo a pregnancy test within seven days prior to device implant)."", ""Subject meets any exclusion criteria required by local law.""]"
NCT03401203,"A Prospective, Open Label, Multi-center, Dual Arm, Randomized Trial : The ROTA-ISR (Debulking With Rotational Atherectomy Versus Balloon Angioplasty In Patients With In-stent Restenosis) Trial","Inclusion Criteria:

* Men or women at least 19 years of age
* Subjects with coronary In-stent restenosis planned revascularization
* In-stent restenosis with neointimal hyperplasia evaluated by intravascular imaging
* The patient or guardian agrees to the study protocol and the schedule of clinical follow-up, and provides informed, written consent, as approved by the appropriate Institutional Review Board/Ethical Committee of the respective clinical site.

Exclusion Criteria:

* Complex lesion anatomy that disables rotational atherectomy
* Any clinically significant abnormality identified at the screening visit, physical examination, laboratory tests, or electrocardiogram which, in the judgment of the Investigator, would preclude safe completion of the study.
* Life expectancy \< 1 years for any non-cardiac or cardiac causes
* Unwillingness or inability to comply with the procedures described in this protocol.","[""Men or women at least 19 years of age"", ""Subjects with coronary In-stent restenosis planned revascularization"", ""In-stent restenosis with neointimal hyperplasia evaluated by intravascular imaging"", ""The patient or guardian agrees to the study protocol and the schedule of clinical follow-up, and provides informed, written consent, as approved by the appropriate Institutional Review Board/Ethical Committee of the respective clinical site.""]","[""Complex lesion anatomy that disables rotational atherectomy"", ""Any clinically significant abnormality identified at the screening visit, physical examination, laboratory tests, or electrocardiogram which, in the judgment of the Investigator, would preclude safe completion of the study."", ""Life expectancy < 1 years for any non-cardiac or cardiac causes"", ""Unwillingness or inability to comply with the procedures described in this protocol.""]"
NCT02648061,Transitions Between Clinical Circulatory States After Out-of-hospital Cardiac Arrest,"Inclusion Criteria:

* Return of spontaneous circulation (ROSC) after out-of-hospital cardiac arrest (OHCA)
* Admitted to Coronary Care Unit (CCU) or Intensive Care Unit (ICU), St. Olav's University Hospital

Exclusion Criteria:

* Sepsis within 24 hours before cardiac arrest
* Pregnancy
* Decision of withdrawal or withholding of life prolonging therapy (i.e. due to advanced malignancy)","[""Return of spontaneous circulation (ROSC) after out-of-hospital cardiac arrest (OHCA)"", ""Admitted to Coronary Care Unit (CCU) or Intensive Care Unit (ICU), St. Olav's University Hospital""]","[""Sepsis within 24 hours before cardiac arrest"", ""Pregnancy"", ""Decision of withdrawal or withholding of life prolonging therapy (i.e. due to advanced malignancy)""]"
NCT01515670,Length of Stay and Complications in High-risk Patients Receiving Fast-track Total Hip (THA) or Knee- Alloplasty (TKA).,"Inclusion Criteria:

* Standardized elective fast-track THA or TKA

Exclusion Criteria:

* Elective THA or TKA not in regular fast-track setup
* not a Danish citizen","[""Standardized elective fast-track THA or TKA""]","[""Elective THA or TKA not in regular fast-track setup"", ""not a Danish citizen""]"
NCT03227770,"A Randomized, Open-label, Multi-centre Trial Comparing Hemodialysis Plus Hemoperfusion Versus Hemodialysis Alone in Adult Patients With End-stage Renal Disease (HD/HPvsHD)","Patients must meet all of the following criteria are eligible:

1. Age ≥ 18 years old
2. Regular blood purification treatment at least 3 months before enrolled in this study

3\) Standard Kt/V ≥ 1.2

Subjects with one of more of the following conditions will be excluded:

1. White blood cell count \< 4×10\^9/L and / or platelet count \< 100×10\^9/L
2. Cerebral hemorrhage in the past 12 weeks
3. MACEs in the past 8 weeks
4. Severe heart failure (New York Heart Association \[NYHA\] class IV)
5. Active gastrointestinal bleeding, or coagulation dysfunction
6. Malignant tumor
7. Active infection
8. Pregnancy or lactation 9) Mental disabilities","[""Age >= 18 years old"", ""Regular blood purification treatment at least 3 months before enrolled in this study"", ""Standard Kt/V >= 1.2""]","[""White blood cell count < 4x10^9/L and / or platelet count < 100x10^9/L"", ""Cerebral hemorrhage in the past 12 weeks"", ""MACEs in the past 8 weeks"", ""Severe heart failure (New York Heart Association [NYHA] class IV)"", ""Active gastrointestinal bleeding, or coagulation dysfunction"", ""Malignant tumor"", ""Active infection"", ""Pregnancy or lactation"", ""Mental disabilities""]"
NCT02764073,"Bioimpedance Spectroscopy for the Evaluation of Heart Failure - a Comparison With Clinical Assessment, Lung Ultrasonography, Cardiac Biomarkers and Echocardiography","Inclusion Criteria:

1. age ≥18 years;
2. HF diagnosis regardless of cause as defined by the Framingham criteria and satisfying the European Society of Cardiology guidelines;

Exclusion Criteria:

1. metallic joint prostheses, cardiac stent or pacemakers, decompensated cirrhosis, pregnancy and limb amputations (due to bioimpedance technique limitations);
2. no prior diagnosis of pulmonary fibrosis (due to lung ultrasonography limitations);
3. absence of congenital heart disease","[""age \"".18 years"", ""HF diagnosis regardless of cause as defined by the Framingham criteria and satisfying the European Society of Cardiology guidelines""]","[""metallic joint prostheses, cardiac stent or pacemakers, decompensated cirrhosis, pregnancy and limb amputations (due to bioimpedance technique limitations)"", ""no prior diagnosis of pulmonary fibrosis (due to lung ultrasonography limitations)"", ""absence of congenital heart disease""]"
NCT05236673,"A Regulatory Requirement Non-interventional Study to Monitor the Safety and Effectiveness of Jardiance® (Empagliflozin, 10mg) in Korean Patients With Chronic Heart Failure (NYHA Class II-IV)","Inclusion criteria:

* Patients who have started at first time on Jardiance® in accordance with the approved label in Korea for heart failure (HF)
* Chronic heart failure (New York Heart Association (NYHA) class II-IV)
* Age ≥ 19 years at enrolment
* Patients who have signed on the data release consent form

Exclusion criteria:

* Patients with previous exposure to Jardiance®
* Known allergy or hypersensitivity to active ingredients empagliflozin or to any of the excipients
* Patients with type 1 diabetes or with prior history of diabetic ketoacidosis (DKA)
* Patient with renal impairment with estimated Glomerular Filtration Rate (eGFR) \< 20 mL/min/1.73 m²
* Patients with rare hereditary conditions of galactose intolerance, the Lapp lactase deficiency or glucose-galactose malabsorption
* Patient who are pregnant or are nursing or who plan to become pregnant while in the trial
* Patients for whom empagliflozin is contraindicated according local label of Jardiance®","[""Patients who have started at first time on Jardiance\u00ae in accordance with the approved label in Korea for heart failure (HF)"", ""Chronic heart failure (New York Heart Association (NYHA) class II-IV)"", ""Age \"">=\"" 19 years at enrolment"", ""Patients who have signed on the data release consent form""]","[""Patients with previous exposure to Jardiance\u00ae"", ""Known allergy or hypersensitivity to active ingredients empagliflozin or to any of the excipients"", ""Patients with type 1 diabetes or with prior history of diabetic ketoacidosis (DKA)"", ""Patient with renal impairment with estimated Glomerular Filtration Rate (eGFR) < 20 mL/min/1.73 m\u00b2"", ""Patients with rare hereditary conditions of galactose intolerance, the Lapp lactase deficiency or glucose-galactose malabsorption"", ""Patient who are pregnant or are nursing or who plan to become pregnant while in the trial"", ""Patients for whom empagliflozin is contraindicated according local label of Jardiance\u00ae""]"
NCT02349997,The First Affiliated Hospital of Nanjing Medical University,"Inclusion Criteria:

1. patients with chronic heart failure caused by rheumatic heart disease, cardiomyopathy and coronary heart disease
2. aged between 18 to 70 years
3. with symptomatic stable heart failure, New York Heart Association (NYHA) class \>= II despite optimal drug therapy
4. patients combined with sleep apnea (apnea-hypopnea index \>=10/h) according to the results of polysomnograph.

Exclusion Criteria:

1. history of stroke or clinical signs of peripheral or central nervous system disorders
2. chronic obstructive pulmonary disease or history of asthma
3. enrolment in another clinical study","[""patients with chronic heart failure caused by rheumatic heart disease, cardiomyopathy and coronary heart disease"", ""aged between 18 to 70 years"", ""with symptomatic stable heart failure, New York Heart Association (NYHA) class >= II despite optimal drug therapy"", ""patients combined with sleep apnea (apnea-hypopnea index >=10/h) according to the results of polysomnograph.""]","[""history of stroke or clinical signs of peripheral or central nervous system disorders"", ""chronic obstructive pulmonary disease or history of asthma"", ""enrolment in another clinical study""]"
